ISO,Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Estimates Start After
NZL,New Zealand,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.226,0.228,0.234,0.227,0.232,0.226,0.222,0.22,0.212,0.205,0.199,0.192,0.177,0.182,0.187,0.188,0.188,0.185,0.181,0.183,0.182,0.182,0.186,0.186,0.186,0.182,0.179,0.176,0.17,0.168,0.163,0.159,0.159,0.158,0.156,0.153,0.15,0.147,0.145,2011
NZL,New Zealand,Implied PPP conversion rate,National currency per current international dollar,,0.898,0.93,0.975,1.022,1.061,1.189,1.323,1.495,1.596,1.621,1.624,1.562,1.553,1.549,1.54,1.544,1.541,1.53,1.536,1.521,1.519,1.549,1.539,1.538,1.542,1.535,1.514,1.532,1.56,1.582,1.612,1.618,1.586,1.594,1.596,1.593,1.587,1.578,1.568,2011
NZL,New Zealand,Total investment,Percent of GDP,,22.476,20.389,21.959,22.99,28.353,26.594,24.104,22.445,20.005,22.038,20.478,16.193,17.576,20.003,21.532,22.508,22.684,21.667,20.127,21.199,21.763,20.861,22.383,22.536,24.175,24.506,23.126,23.812,22.945,18.527,19.298,18.662,19.58,20.131,20.829,21.355,21.598,21.67,21.71,2011
NZL,New Zealand,Gross national savings,Percent of GDP,,14.772,13.331,12.905,20.538,19.745,19.254,19.255,18.586,18.398,18.157,16.884,14.402,14.477,17.03,18.817,19.662,18.262,16.755,15.757,15.249,16.73,19.625,19.991,19.365,18.339,16.262,14.899,15.356,14.467,16.026,16.087,14.556,14.522,14.299,14.808,14.398,14.504,14.561,14.53,2011
NZL,New Zealand,"Inflation, average consumer prices",Index,,30.45,35.155,40.824,43.863,46.552,53.711,60.812,70.397,74.868,79.164,83.986,86.178,87.025,88.165,89.714,93.074,95.207,96.347,97.575,97.428,100,102.63,105.348,107.189,109.673,113.004,116.803,119.579,124.313,126.943,129.866,135.096,136.528,138.431,141.519,144.676,147.701,150.678,153.714,2012
NZL,New Zealand,"Inflation, average consumer prices",Percent change,,17.079,15.451,16.126,7.445,6.129,15.38,13.221,15.762,6.351,5.738,6.091,2.61,0.983,1.31,1.757,3.746,2.292,1.197,1.274,-0.15,2.639,2.63,2.648,1.748,2.317,3.038,3.362,2.377,3.959,2.116,2.302,4.028,1.06,1.394,2.231,2.231,2.091,2.015,2.015,2012
NZL,New Zealand,"Inflation, end of period consumer prices",Index,,,,,,,55.057,65.172,71.379,74.713,80.115,84.023,84.828,85.977,87.126,89.655,92.184,94.598,95.402,95.747,96.207,100,101.839,104.598,106.207,109.08,112.529,115.517,119.195,123.218,125.632,130.69,133.103,134.368,137.348,140.325,143.438,146.328,149.277,152.285,2012
NZL,New Zealand,"Inflation, end of period consumer prices",Percent change,,,,,,,,18.372,9.524,4.67,7.231,4.878,0.958,1.355,1.337,2.902,2.821,2.618,0.851,0.361,0.48,3.943,1.839,2.709,1.538,2.706,3.161,2.656,3.184,3.375,1.959,4.026,1.847,0.95,2.218,2.167,2.218,2.015,2.015,2.015,2012
NZL,New Zealand,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,New Zealand,Volume of imports of goods and services,Percent change,,-4.6,11.601,0.813,-2.276,16.469,0.596,2.499,5.423,-1.085,12.917,3.57,-5.186,8.17,5.305,13.032,8.919,7.406,2.528,0.369,11.912,-0.174,2.156,9.732,8.03,15.961,5.523,-2.26,9.084,3.077,-14.388,10.798,6.704,1.6,1.944,3.009,2.901,1.261,0.785,0.807,2011
NZL,New Zealand,Volume of Imports of goods,Percent change,,-3.159,3.811,8.088,-7.398,20.96,-0.161,-1.199,4.422,-5.423,20.767,5.896,-7.339,9.565,8.022,15.733,8.899,8.492,2.44,0.293,14.908,-0.472,3.032,11.1,7.857,16.251,4.765,-1.997,9.019,3.011,-15.826,11.608,6.453,2.539,2.312,3.42,2.789,0.75,0.165,0.091,2011
NZL,New Zealand,Volume of exports of goods and services,Percent change,,2.8,3,2.218,6.329,7.389,7.534,0.328,5.549,4.648,-1.314,4.722,10.656,3.484,4.688,10.072,3.844,3.694,3.973,1.776,7.656,6.987,3.321,6.858,2.253,5.978,-0.412,2.044,4.397,-1.02,2.35,3.896,2.383,2.491,1.737,2.882,2.372,2.251,2.179,2.257,2011
NZL,New Zealand,Volume of exports of goods,Percent change,,4.408,2.927,-0.416,6.513,3.85,10.167,0.433,2.504,4.344,-0.891,6.419,12.843,1.981,3.558,8.186,2.4,5.381,7.199,0.767,4.498,6.113,2.379,5.642,2.99,6.817,0.203,3.35,5.463,-0.765,3.605,5.222,2.058,4.409,3.399,3.616,1.955,1.992,1.463,1.817,2011
NZL,New Zealand,Value of oil imports,U.S. dollars,Billions,2.914,2.68,2.422,1.96,1.868,0.704,0.479,0.447,0.364,0.481,0.667,0.576,0.555,0.562,0.601,0.678,0.848,0.875,0.664,0.811,1.361,1.216,1.317,1.59,2.24,2.946,3.641,4.2,5.806,3.51,4.486,6.181,6.559,6.25,6.048,5.897,5.789,5.76,5.781,2011
NZL,New Zealand,Value of oil exports,U.S. dollars,Billions,0,0,0,0,0,0,0,0,0.12,0.179,0.357,0.305,0.243,0.263,0.243,0.217,0.33,0.33,0.251,0.288,0.381,0.357,0.328,0.305,0.381,0.523,0.596,1.175,2.091,1.199,1.491,1.993,1.77,1.648,1.568,1.499,1.446,1.412,1.391,2011
NZL,New Zealand,Unemployment rate,Percent of total labor force,,4.019,3.911,4.358,6.241,7.186,3.922,4.125,4.05,5.575,7.125,8,10.6,10.625,9.8,8.375,6.45,6.3,6.875,7.725,7.05,6.15,5.45,5.275,4.75,4.05,3.825,3.825,3.675,4.15,6.125,6.525,6.525,6.925,6.626,5.996,5.54,5.465,5.52,5.46,2011
NZL,New Zealand,Employment,Persons,Millions,1.28,1.3,1.316,1.309,1.319,1.556,1.544,1.608,1.573,1.525,1.535,1.51,1.514,1.545,1.612,1.687,1.741,1.75,1.739,1.766,1.8,1.846,1.906,1.956,2.024,2.085,2.135,2.175,2.189,2.165,2.181,2.216,2.217,2.209,2.241,,,,,2011
NZL,New Zealand,Population,Persons,Millions,3.113,3.129,3.154,3.184,3.216,3.247,3.277,3.306,3.336,3.371,3.411,3.501,3.538,3.579,3.628,3.683,3.741,3.788,3.819,3.84,3.863,3.892,3.96,4.037,4.095,4.142,4.192,4.236,4.276,4.325,4.376,4.411,4.439,4.475,4.51,4.546,4.583,4.619,4.656,2011
NZL,New Zealand,General government revenue,National currency,Billions,,,,,,16.012,19.661,24.059,27.722,30.416,32.413,31.845,32.292,33.888,36.044,38.813,38.539,38.071,37.929,38.327,41.131,43.956,47.484,51.603,56.183,61.357,64.814,67.315,68.519,66.951,68.892,71.744,72.456,76.001,80.503,84.242,87.699,91.123,94.442,2012
NZL,New Zealand,General government revenue,Percent of GDP,,,,,,,35.661,37.826,38.853,40.276,41.719,42.723,42.72,42.22,41.321,40.918,41.331,38.742,36.998,36.25,34.827,35.205,35.183,35.901,36.805,37.054,38.477,38.743,37.34,36.796,35.752,34.999,35.073,34.614,34.601,34.976,35.129,35.055,34.999,34.885,2012
NZL,New Zealand,General government total expenditure,National currency,Billions,,,,,,18.792,22.103,25.898,28.794,31.737,34.18,35.888,36.534,34.902,34.314,35.516,36.069,36.777,38.247,39.302,40.799,42.333,44.242,46.723,49.792,53.709,57.904,61.489,65.758,69.843,78.983,81.713,77.992,80.078,81.597,83.629,86.155,89.208,92.457,2012
NZL,New Zealand,General government total expenditure,Percent of GDP,,,,,,,41.853,42.523,41.823,41.834,43.531,45.052,48.144,47.766,42.557,38.954,37.821,36.259,35.741,36.553,35.713,34.922,33.885,33.45,33.324,32.839,33.681,34.613,34.109,35.314,37.296,40.126,39.946,37.259,36.457,35.452,34.873,34.437,34.264,34.152,2012
NZL,New Zealand,General government net lending/borrowing,National currency,Billions,,,,,,-2.78,-2.441,-1.839,-1.072,-1.321,-1.767,-4.043,-4.242,-1.014,1.73,3.297,2.47,1.294,-0.317,-0.975,0.331,1.622,3.242,4.88,6.391,7.648,6.91,5.826,2.761,-2.892,-10.091,-9.969,-5.535,-4.077,-1.094,0.613,1.545,1.915,1.985,2012
NZL,New Zealand,General government net lending/borrowing,Percent of GDP,,,,,,,-6.192,-4.697,-2.97,-1.558,-1.812,-2.329,-5.424,-5.546,-1.236,1.964,3.511,2.483,1.257,-0.303,-0.886,0.284,1.299,2.451,3.481,4.215,4.796,4.131,3.231,1.482,-1.544,-5.127,-4.873,-2.644,-1.856,-0.475,0.256,0.617,0.736,0.733,2012
NZL,New Zealand,General government structural balance,National currency,Billions,,,,,,-2.246,-2.071,-1.724,-0.818,-0.587,-0.512,-1.856,-1.583,0.592,1.779,2.518,1.794,1.46,0.84,-0.106,0.519,1.592,2.421,2.957,3.966,5.037,4.105,4.221,2.335,-1.843,-8.014,-7.435,-3.669,-2.636,-0.711,0.593,1.599,1.861,2.415,2012
NZL,New Zealand,General government structural balance,Percent of potential GDP,,,,,,,-4.991,-4.014,-2.858,-1.201,-0.815,-0.679,-2.443,-2.005,0.715,2.038,2.717,1.839,1.435,0.789,-0.096,0.444,1.258,1.823,2.104,2.626,3.17,2.475,2.403,1.262,-0.967,-4.03,-3.598,-1.747,-1.202,-0.31,0.247,0.639,0.715,0.892,2012
NZL,New Zealand,General government primary net lending/borrowing,National currency,Billions,,,,,,,,,,,,,,,,,,,,,,2.99,4.351,5.819,7.113,7.641,6.248,5.326,2.22,-3.791,-10.749,-9.769,-5.067,-3.96,-1.047,0.714,1.599,1.944,2.014,2012
NZL,New Zealand,General government primary net lending/borrowing,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,2.393,3.289,4.15,4.691,4.792,3.735,2.954,1.192,-2.024,-5.461,-4.776,-2.421,-1.803,-0.455,0.298,0.639,0.746,0.744,2012
NZL,New Zealand,General government net debt,National currency,Billions,,,,,,19.287,24.376,27.783,30.255,35.781,38.037,39.514,41.217,39.621,38.83,36.258,32.076,30.394,28.197,25.909,25.402,25.148,24.959,24.194,21.869,18.021,14.679,11.727,13.689,21.929,33.433,45.4,55.295,63.292,68.631,71.991,74.575,74.79,72.805,2012
NZL,New Zealand,General government net debt,Percent of GDP,,,,,,,42.954,46.897,44.866,43.956,49.079,50.136,53.008,53.888,48.311,44.081,38.61,32.245,29.538,26.949,23.543,21.742,20.129,18.871,17.256,14.423,11.301,8.775,6.505,7.351,11.71,16.985,22.194,26.416,28.815,29.818,30.02,29.809,28.726,26.893,2012
NZL,New Zealand,General government gross debt,National currency,Billions,,,,,,30.118,37.231,40.767,39.392,42.03,44.139,45.305,47.076,46.954,45.265,42.8,38.868,37.356,37.891,36.944,36.887,36.922,36.634,36.317,35.748,34.69,32.275,31.019,37.373,48.474,63.006,76.028,79.866,84.228,87.261,88.066,92.866,94.789,92.804,2012
NZL,New Zealand,General government gross debt,Percent of GDP,,,,,,,67.076,71.628,65.834,57.232,57.65,58.179,60.776,61.549,57.252,51.386,45.577,39.072,36.302,36.213,33.57,31.573,29.553,27.698,25.902,23.577,21.754,19.293,17.206,20.07,25.885,32.009,37.167,38.154,38.346,37.912,36.723,37.12,36.407,34.28,2012
NZL,New Zealand,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,,,,,,44.901,51.978,61.924,68.829,72.905,75.867,74.543,76.486,82.012,88.088,93.907,99.477,102.901,104.633,110.05,116.831,124.934,132.263,140.209,151.623,159.464,167.29,180.274,186.212,187.266,196.836,204.557,209.324,219.652,230.165,239.808,250.177,260.357,270.723,2012
NZL,New Zealand,Current account balance,U.S. dollars,Billions,-0.903,-1.156,-1.71,-0.978,-1.978,-1.631,-1.741,-1.761,-0.417,-1.599,-1.569,-1.315,-1.81,-1.825,-2.081,-3.053,-3.977,-4.204,-2.041,-3.526,-2.456,-1.186,-2.222,-3.14,-5.746,-8.849,-8.997,-10.747,-11.622,-2.937,-4.513,-6.597,-8.537,-10.616,-11.292,-13.382,-13.995,-14.355,-14.824,2011
NZL,New Zealand,Current account balance,Percent of GDP,,-4.034,-4.963,-7.413,-4.385,-8.905,-7.288,-6.395,-4.803,-0.924,-3.665,-3.465,-3.047,-4.397,-4.115,-3.98,-4.953,-5.813,-6.162,-3.635,-6.05,-4.596,-2.256,-3.619,-3.846,-5.707,-7.878,-8.28,-8.099,-8.734,-2.472,-3.178,-4.076,-5.031,-5.803,-5.99,-6.928,-7.063,-7.079,-7.15,2011
NIC,Nicaragua,"Gross domestic product, constant prices",National currency,Billions,79.191,83.436,82.754,86.573,85.218,81.738,80.908,80.337,70.375,69.183,69.091,68.984,69.26,68.983,72.432,76.715,81.582,84.818,87.966,94.155,98.017,100.919,101.68,104.243,109.781,114.482,119.235,125.232,130.235,127.398,132.013,139.206,146.451,152.309,158.402,164.738,171.327,178.18,185.308,2011
NIC,Nicaragua,"Gross domestic product, constant prices",Percent change,,4.612,5.361,-0.817,4.615,-1.566,-4.084,-1.015,-0.706,-12.4,-1.694,-0.132,-0.154,0.4,-0.4,5,5.912,6.344,3.967,3.712,7.036,4.102,2.961,0.754,2.521,5.312,4.282,4.152,5.029,3.995,-2.179,3.623,5.449,5.205,4,4,4,4,4,4,2011
NIC,Nicaragua,"Gross domestic product, current prices",National currency,Billions,--,--,--,--,--,--,--,--,--,0.007,0.519,15.706,19.47,23.365,25.961,31.178,36.341,41.477,49.051,57.346,64.812,71.563,74.445,80.39,92.323,105.777,119.235,137.379,159.902,165.896,183.381,216.084,247.421,275.313,307.635,342.336,380.952,423.923,471.742,2011
NIC,Nicaragua,"Gross domestic product, current prices",U.S. dollars,Billions,1.832,2.156,2.497,2.9,3.966,3.854,5.8,3.409,1.499,2.082,0.519,3.678,3.894,3.726,3.861,4.14,4.308,4.39,4.635,4.856,5.109,5.335,5.224,5.322,5.793,6.321,6.786,7.447,8.254,8.155,8.587,9.636,10.506,11.133,11.848,12.557,13.308,14.104,14.947,2011
NIC,Nicaragua,"Gross domestic product, deflator",Index,,--,--,--,--,--,--,--,--,--,0.01,0.751,22.768,28.112,33.87,35.841,40.641,44.546,48.901,55.761,60.906,66.123,70.912,73.215,77.118,84.098,92.396,100,109.7,122.78,130.219,138.911,155.226,168.944,180.759,194.212,207.807,222.353,237.918,254.572,2011
NIC,Nicaragua,"Gross domestic product per capita, constant prices",National currency,Units,,,,,,,,,,,,,,,16849.08,17329.98,17934.76,18145.92,18314.39,19076.73,19187.33,19505.32,19387.2,19459.28,20240.89,20633.85,21448.45,22357.16,22949.91,22163.22,22695.68,23638.58,24486.27,25079.88,25693.78,26328.57,27024.95,27744.46,28487.84,2007
NIC,Nicaragua,"Gross domestic product per capita, current prices",National currency,Units,,,,,,,,,,,,,,,6038.9,7043.11,7989.13,8873.57,10212.33,11618.86,12687.29,13831.53,14194.35,15006.65,17022.21,19064.88,21448.45,24525.86,28177.85,28860.66,31526.88,36693.19,41368.11,45334.1,49900.39,54712.55,60090.86,66009.06,72522.13,2007
NIC,Nicaragua,"Gross domestic product per capita, current prices",U.S. dollars,Units,,,,,,,,,,,,,,,898.199,935.34,947.14,939.168,965.021,983.815,1000.18,1031.16,996.002,993.396,1068.07,1139.34,1220.74,1329.42,1454.57,1418.71,1476.22,1636.31,1756.52,1833.26,1921.83,2006.82,2099.13,2196.07,2297.86,2007
NIC,Nicaragua,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,Nicaragua,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,6.075,7.001,7.367,8.012,8.182,8.086,8.181,8.359,7.574,7.727,8.014,8.285,8.516,8.669,9.294,10.049,10.89,11.522,12.084,13.125,13.959,14.697,15.048,15.752,16.876,18.065,19.423,20.992,22.315,22.019,23.121,24.901,26.666,28.188,29.899,31.721,33.677,35.776,37.996,2011
NIC,Nicaragua,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,,,,,,,,,,,,,,,2162.04,2270.08,2394.04,2464.99,2515.97,2659.26,2732.57,2840.63,2869.15,2940.37,3111.6,3256,3493.9,3747.6,3932.28,3830.59,3975.03,4228.43,4458.43,4641.61,4849.74,5069.7,5312.15,5570.72,5841.23,2007
NIC,Nicaragua,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.054,0.055,0.055,0.056,0.052,0.048,0.046,0.044,0.037,0.035,0.034,0.033,0.031,0.03,0.03,0.031,0.032,0.032,0.032,0.033,0.033,0.033,0.033,0.032,0.032,0.032,0.031,0.031,0.032,0.031,0.031,0.031,0.032,0.032,0.032,0.032,0.032,0.032,0.032,2011
NIC,Nicaragua,Implied PPP conversion rate,National currency per current international dollar,,--,--,--,--,--,--,--,--,--,0.001,0.065,1.896,2.286,2.695,2.793,3.103,3.337,3.6,4.059,4.369,4.643,4.869,4.947,5.104,5.471,5.855,6.139,6.544,7.166,7.534,7.931,8.678,9.279,9.767,10.289,10.792,11.312,11.849,12.416,2011
NIC,Nicaragua,Total investment,Percent of GDP,,,,,,,,,,,,88.644,15.898,14.23,13.712,16.819,20.005,24.829,30.128,27.983,35.058,27.265,24.689,22.158,21.865,24.441,26.146,26.464,29.542,29.67,22.953,21.919,23.361,25.439,25.676,26.557,26.723,26.848,26.974,26.974,2011
NIC,Nicaragua,Gross national savings,Percent of GDP,,1.309,0.683,3.79,5.954,3.281,10.206,3.897,10.551,-3.234,3.571,33.012,8.857,0.996,1.089,-5.674,3.94,6.912,12.086,14.183,18.071,11.91,9.374,8.525,9.918,13.864,14.823,16.779,17.335,15.324,19.169,17.865,17.142,16.562,11.979,13.294,14.4,15.627,17.354,17.081,2011
NIC,Nicaragua,"Inflation, average consumer prices",Index,,--,--,--,--,--,--,--,--,0.005,0.386,11.989,25.967,31.654,35.927,37.257,41.422,46.235,50.498,57.086,63.487,67.975,72.044,74.746,78.07,83.45,91.129,100,109.266,127.662,142.476,146.78,157.607,170.1,182.039,195.83,209.61,224.283,239.982,256.781,2012
NIC,Nicaragua,"Inflation, average consumer prices",Percent change,,35.135,23.8,28.5,33.6,141.3,571.4,885.2,13109.5,4775.2,7428.7,3004.1,116.6,21.9,13.5,3.7,11.18,11.62,9.22,13.046,11.212,7.07,5.986,3.75,4.448,6.891,9.202,9.734,9.266,16.836,11.604,3.021,7.377,7.926,7.019,7.576,7.037,7,7,7,2012
NIC,Nicaragua,"Inflation, end of period consumer prices",Index,,,,,,,,,,,,,,,,39.554,43.953,49.27,52.845,62.602,65.631,69.867,73.247,75.994,80.023,86.801,95.133,103.829,115.382,138.258,143.355,151.176,163.39,175.148,188.573,202.029,216.171,231.303,247.494,264.819,2012
NIC,Nicaragua,"Inflation, end of period consumer prices",Percent change,,,,,,,,,,,,,,,,,11.122,12.097,7.254,18.463,4.839,6.454,4.838,3.75,5.302,8.47,9.599,9.14,11.127,19.826,3.687,5.455,8.08,7.196,7.665,7.136,7,7,7,7,2012
NIC,Nicaragua,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,Nicaragua,Volume of imports of goods and services,Percent change,,81.578,-4.4,-27.13,16.813,-1.529,0.582,-14.353,3.509,19.347,-22.895,-4.529,16.756,5.756,-3.591,7.659,2.119,1.415,9.145,-3.914,7.035,-11.315,-4.772,-6.008,-2.369,2.549,3.434,-0.533,7.17,1.581,-8.411,8.359,8.689,8.188,6.667,6.296,5.542,4.908,4.642,3.905,2010
NIC,Nicaragua,Volume of Imports of goods,Percent change,,70.034,19.355,-16.713,9.791,0.481,8.126,-21.648,0.347,-8.966,-23.834,-6.412,20.783,13.992,-11.175,14,-0.283,0.095,15.713,-4.603,6.123,-12.596,-5.375,-5.293,-2.934,2.635,3.298,-0.467,7.91,8.591,-3.44,1.363,9.05,10.376,3.206,6.262,5.695,4.981,3.869,-3.706,2010
NIC,Nicaragua,Volume of exports of goods and services,Percent change,,-40.606,14.884,-8.05,7.082,-20.825,-11.7,-17.616,-1.005,-2.277,31.171,19.299,-5.441,-16.643,19.59,2.161,8.995,3.757,2.097,-5.466,0.582,4.753,1.519,-9.184,2.997,11,2.548,7.137,7.556,7.37,-1.355,13.057,3.957,3.552,2.857,3.084,2.777,2.503,2.283,2.197,2010
NIC,Nicaragua,Volume of exports of goods,Percent change,,-43.979,10.362,-15.937,19.713,-13.532,-22.934,-16.847,7.668,-17.743,24.244,13.129,-11.121,-23.139,22.832,-23.1,13.317,3.059,0.274,-8.601,-1.505,10.857,3.306,-10.333,1.593,12.873,2.509,7.534,7.621,9.117,-7.634,18.702,7.308,8.144,2.06,3.427,3.328,2.851,1.285,-1.089,2010
NIC,Nicaragua,Value of oil imports,U.S. dollars,Billions,0.165,0.187,0.17,0.14,0.138,0.156,0.123,0.119,0.115,0.09,0.12,0.109,0.116,0.099,0.112,0.133,0.162,0.163,0.136,0.167,0.277,0.252,0.236,0.309,0.384,0.522,0.666,0.777,0.963,0.676,0.751,1.216,1.332,1.155,1.141,1.112,1.05,0.976,0.936,2010
NIC,Nicaragua,Value of oil exports,U.S. dollars,Billions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
NIC,Nicaragua,Unemployment rate,Percent of total labor force,,13.448,11.8,12.4,11,12,12.5,13.1,14,14.2,15,15.5,14.9,14.4,15,17.1,16.907,15.953,14.274,13.213,10.683,5.469,6.005,6.594,6.998,6.537,5.559,5.193,5.935,6.062,8.158,7.829,7.829,7.829,7.829,7.829,7.829,7.829,7.829,7.829,2010
NIC,Nicaragua,Employment,Persons,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,Nicaragua,Population,Persons,Millions,,,,,,,,,,,,,,,4.299,4.427,4.549,4.674,4.803,4.936,5.108,5.174,5.245,5.357,5.424,5.548,5.559,5.601,5.675,5.748,5.817,5.889,5.981,6.073,6.165,6.257,6.34,6.422,6.505,2007
NIC,Nicaragua,General government revenue,National currency,Billions,,,,,,,,,,,,,,,,,,,,,14.745,14.023,15.505,17.857,20.817,24.346,29.723,34.836,39.703,41.259,46.222,56.641,66.734,74.48,85.801,96.764,109.062,122.068,135.897,2011
NIC,Nicaragua,General government revenue,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,22.751,19.595,20.827,22.212,22.548,23.016,24.928,25.358,24.829,24.87,25.206,26.213,26.972,27.053,27.891,28.266,28.629,28.795,28.808,2011
NIC,Nicaragua,General government total expenditure,National currency,Billions,,,,,,,,,,,,,,,,,,,,,16.425,16.957,17.182,19.144,21.805,25.182,29.108,33.552,40.727,43.644,46.955,55.849,68.029,75.438,89.437,99.824,112.321,125.349,139.234,2011
NIC,Nicaragua,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,25.343,23.695,23.08,23.814,23.618,23.807,24.413,24.423,25.47,26.308,25.605,25.846,27.495,27.401,29.072,29.16,29.484,29.569,29.515,2011
NIC,Nicaragua,General government net lending/borrowing,National currency,Billions,,,,,,,,,,,,,,,,,,,,,-1.68,-2.934,-1.678,-1.287,-0.988,-0.836,0.615,1.284,-1.024,-2.385,-0.733,0.792,-1.296,-0.958,-3.635,-3.06,-3.259,-3.281,-3.337,2011
NIC,Nicaragua,General government net lending/borrowing,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,-2.592,-4.099,-2.253,-1.601,-1.07,-0.791,0.515,0.935,-0.641,-1.438,-0.4,0.367,-0.524,-0.348,-1.182,-0.894,-0.855,-0.774,-0.707,2011
NIC,Nicaragua,General government structural balance,National currency,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,Nicaragua,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,Nicaragua,General government primary net lending/borrowing,National currency,Billions,,,,,,,,,,,,,,,,,,,,,-0.295,-1.013,0.804,1.089,0.393,0.646,2.333,2.634,0.312,-0.727,1.167,3.151,1.571,2.44,-0.326,0.679,0.653,2.368,2.909,2011
NIC,Nicaragua,General government primary net lending/borrowing,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,-0.456,-1.416,1.08,1.355,0.426,0.611,1.957,1.918,0.195,-0.438,0.636,1.458,0.635,0.886,-0.106,0.198,0.171,0.559,0.617,2011
NIC,Nicaragua,General government net debt,National currency,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,Nicaragua,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,Nicaragua,General government gross debt,National currency,Billions,,,,,,,,,,,,,,,,,,,,80.682,86.978,88.228,116.481,124.745,109.887,114.609,103.697,85.678,92.224,101.656,115.138,121.117,128.872,138.083,124.818,136.676,149.31,162.591,174.885,2011
NIC,Nicaragua,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,140.694,134.201,123.287,156.465,155.174,119.024,108.35,86.968,62.366,57.675,61.277,62.786,56.051,52.086,50.155,40.573,39.924,39.194,38.354,37.072,2011
NIC,Nicaragua,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,,,,,,,,,,,,,,,25.961,31.178,36.341,41.477,49.051,57.346,64.812,71.563,74.445,80.39,92.323,105.777,119.235,137.379,159.902,165.896,183.381,216.084,247.421,275.313,307.635,342.336,380.952,423.923,471.742,2011
NIC,Nicaragua,Current account balance,U.S. dollars,Billions,-0.328,-0.28,-0.257,-0.273,-0.422,-0.543,-0.741,-0.494,-0.314,-0.352,-0.09,-0.821,-1.025,-0.819,-0.856,-0.643,-0.765,-0.821,-0.68,-0.865,-0.78,-0.793,-0.716,-0.635,-0.589,-0.698,-0.703,-1.008,-1.517,-0.76,-0.947,-1.318,-1.663,-1.525,-1.571,-1.547,-1.493,-1.357,-1.479,2011
NIC,Nicaragua,Current account balance,Percent of GDP,,-17.91,-12.98,-10.296,-9.43,-10.635,-14.096,-12.772,-14.49,-20.915,-16.895,-17.399,-22.313,-26.331,-21.985,-22.162,-15.525,-17.749,-18.704,-14.677,-17.816,-15.268,-14.864,-13.705,-11.929,-10.168,-11.047,-10.359,-13.54,-18.382,-9.32,-11.031,-13.681,-15.828,-13.697,-13.263,-12.323,-11.221,-9.62,-9.893,2011
NER,Niger,"Gross domestic product, constant prices",National currency,Billions,1077.45,1075.53,1098.92,1056.46,878.767,946.591,1006.72,1007.61,1076.84,1087.15,1072.92,1099.64,1027.98,1042.88,1084.64,1012.94,1064.49,1069.77,1205.76,1217.74,1186.28,1281.66,1350.07,1445.31,1433.39,1554.02,1644.25,1653.36,1811.49,1793.64,1984.91,2027.61,2255.45,2394.58,2548.51,2700.2,2858.74,3054.28,3254.03,2010
NER,Niger,"Gross domestic product, constant prices",Percent change,,4.886,-0.178,2.174,-3.864,-16.82,7.718,6.352,0.088,6.871,0.957,-1.308,2.49,-6.516,1.449,4.005,-6.611,5.089,0.496,12.712,0.994,-2.584,8.04,5.338,7.055,-0.825,8.416,5.807,0.554,9.564,-0.985,10.664,2.151,11.237,6.169,6.428,5.952,5.871,6.84,6.54,2010
